datetime,hour,sentiment,user_id,user_lang,user_location,tweet
2018-08-30 10:43:11-07:00,10,neutral,911259296675098624,en-gb,Vancouver British Columbia,RT Morin Although our products are for entertainment we have a responsibility to create them in ways that inspire and f...
2018-08-30 10:43:08-07:00,10,positive,911259296675098624,en-gb,Vancouver British Columbia,RT Morin Many smaller studios are shying away from open source due to infrastructure requirements we are hoping this ef...
2018-08-30 10:43:05-07:00,10,neutral,911259296675098624,en-gb,Vancouver British Columbia,RT Morin The projects at ASWF will sit on a continuous integration infrastructure provided by The Linux Foundation This...
2018-08-30 10:43:03-07:00,10,neutral,911259296675098624,en-gb,Vancouver British Columbia,RT Morin The mission of ASWF is to increase the quality and quantity of open source contributions and lower the barriers...
2018-08-30 10:42:57-07:00,10,positive,14706299,en,San Francisco CA,Collins A lot of the code in our applications these days is written by other people because we are using so much..
2018-08-30 10:42:54-07:00,10,positive,580117578,en,Sacramento CA,"RT ""hackers are much more sophisticated today so many diverse threats we still need to build resilient systems #securi..."
2018-08-30 10:42:51-07:00,10,neutral,911259296675098624,en-gb,Vancouver British Columbia,RT Morin The Academy of Motion Picture Arts &amp Sciences conducted an investigation into the use of open source in the mot...
2018-08-30 10:42:49-07:00,10,neutral,911259296675098624,en-gb,Vancouver British Columbia,RT Morin The engineers working on movies have been using open source back to the beginning #OSSummit
2018-08-30 10:42:45-07:00,10,positive,911259296675098624,en-gb,Vancouver British Columbia,RT Morin When you look at the list of the top 100 grossing films of all times they are all visual effects based or anim...
2018-08-30 10:42:42-07:00,10,positive,911259296675098624,en-gb,Vancouver British Columbia,RT Morin The Academy Software Foundation was just announced 3 weeks ago right here in this very convention center in Van...
2018-08-30 10:42:36-07:00,10,neutral,911259296675098624,en-gb,Vancouver British Columbia,RT David Morin of on the #OSSummit stage
2018-08-30 10:42:34-07:00,10,neutral,911259296675098624,en-gb,Vancouver British Columbia,RT David Morin is next up on the #OSSummit keynote stage discussing the Academy Software Foundation ( ).
2018-08-30 10:41:55-07:00,10,positive,726242840154497024,zh-cn,none,RT Exploring the story of #tidb and the first Spanner-based -powered database in the with ...
2018-08-30 10:41:52-07:00,10,negative,210150720,fi,Helsinki Finland,RT Collins Open source community has done 90 of the contributions to Serverless Framework in the past year #OSSummit
2018-08-30 10:41:46-07:00,10,positive,4318505893,en,San Francisco CA,RT Collins It appears that we are using more externally managed services in our applications than ever before You are u...
2018-08-30 10:41:32-07:00,10,neutral,4318505893,en,San Francisco CA,RT talking Serverless #OSSummit
2018-08-30 10:41:24-07:00,10,negative,4318505893,en,San Francisco CA,RT Collins Open source community has done 90 of the contributions to Serverless Framework in the past year #OSSummit
2018-08-30 10:41:19-07:00,10,neutral,4318505893,en,San Francisco CA,RT 's keynote at #OSSummit
2018-08-30 10:41:14-07:00,10,positive,4318505893,en,San Francisco CA,"RT _man ""my morning routine read the news and get depressed open GitHub and feel a bit better about the world #OSSummit ..."
2018-08-30 10:41:00-07:00,10,positive,14706299,en,San Francisco CA,Collins It appears that we are using more externally managed services in our applications than ever before You ar..
2018-08-30 10:40:42-07:00,10,positive,7553942,en,Denver CO,"""my morning routine read the news and get depressed open GitHub and feel a bit better about the world #OSSummit"
2018-08-30 10:40:29-07:00,10,neutral,12486322,en,West Coast Way Singapore,'s keynote at #OSSummit
2018-08-30 10:40:24-07:00,10,negative,14706299,en,San Francisco CA,Collins Open source community has done 90 of the contributions to Serverless Framework in the past year #OSSummit
2018-08-30 10:40:14-07:00,10,neutral,971620109197312000,en,Sri Lanka,RT giving the #Serverless state of the union here at #OSSummit
2018-08-30 10:40:13-07:00,10,neutral,4318505893,en,San Francisco CA,giving the #Serverless state of the union here at #OSSummit
2018-08-30 10:39:59-07:00,10,neutral,15488482,en,online,talking Serverless #OSSummit
2018-08-30 10:39:52-07:00,10,neutral,2841279166,en,Vancouver British Columbia,RT David Morin of on the #OSSummit stage
2018-08-30 10:39:29-07:00,10,neutral,14706299,en,San Francisco CA,takes the #OSSummit stage
2018-08-30 10:38:51-07:00,10,neutral,2810979745,fr,Paris France,"RT Intel's CSO Synder is talking practical security at #OSSummit NA ""The number one security tool developers can use is t..."
2018-08-30 10:38:31-07:00,10,neutral,14706299,en,San Francisco CA,"Our final keynote this morning at #OSSummit is Austen Collins ( of presenting ""Serverless State of the Union""."
2018-08-30 10:37:51-07:00,10,negative,7553942,en,Denver CO,Started a PR to an open source project a few weeks ago but ran out of time before I could write the unit tests (sor..
2018-08-30 10:37:46-07:00,10,neutral,2841279166,en,Vancouver British Columbia,RT David Morin is next up on the #OSSummit keynote stage discussing the Academy Software Foundation ( ).
2018-08-30 10:37:06-07:00,10,positive,14196181,en,"UT 49.209711,-123.147183",David Morin announcing the great new effort to collaborate using #opensource to help the entire movie industry T..
2018-08-30 10:36:32-07:00,10,neutral,12486322,en,West Coast Way Singapore,Only took the FOSS world 25 years to have the media industry to create software baselined on Linux and as an after..
2018-08-30 10:36:04-07:00,10,positive,14125401,en,California USA Earth,"RT So many awesome sessions at #OSSummit Vancouver Don't miss the technical deep dive ""Shoptalks for today http..."
2018-08-30 10:35:46-07:00,10,neutral,14706299,en,San Francisco CA,Morin Although our products are for entertainment we have a responsibility to create them in ways that inspire an..
2018-08-30 10:35:07-07:00,10,positive,929470097827053568,en,Vancouver WA,"RT So many awesome sessions at #OSSummit Vancouver Don't miss the technical deep dive ""Shoptalks for today http..."
2018-08-30 10:34:27-07:00,10,positive,18112018,en,Portland OR,"So many awesome sessions at #OSSummit Vancouver Don't miss the technical deep dive ""Shoptalks for tod.."
2018-08-30 10:33:32-07:00,10,positive,1148029304,en,none,RT Exploring the story of #tidb and the first Spanner-based -powered database in the with ...
2018-08-30 10:33:30-07:00,10,positive,573697839,en,none,RT Morin When you look at the list of the top 100 grossing films of all times they are all visual effects based or anim...
2018-08-30 10:32:40-07:00,10,positive,13127822,en,Tokyo Japan,I'll be at #OSSummit today to talk about Kubernetes security best practices at 14:50 Come by and say hi afterwards..
2018-08-30 10:32:32-07:00,10,neutral,9463342,en,none,Today at #OSSummit talked about how to energize change in #inclusion efforts and how..
2018-08-30 10:32:22-07:00,10,positive,14706299,en,San Francisco CA,Morin Many smaller studios are shying away from open source due to infrastructure requirements we are hoping this..
2018-08-30 10:32:01-07:00,10,neutral,543628583,en,Seattle Salt Lake Portland,RT #ICYMI joined this morning from the #OSSummit keynote stage to announce Google Cloud's $9M dona...
2018-08-30 10:31:51-07:00,10,positive,828353855570079745,en,Sydney New South Wales,RT Crypto-currencies blockchain technology and decentralized applications contribute so much to the open source ecosystem because...
2018-08-30 10:31:49-07:00,10,neutral,34559463,ru,Moscow Omsk Bad Homburg.,RT Morin The engineers working on movies have been using open source back to the beginning #OSSummit
2018-08-30 10:31:31-07:00,10,neutral,14706299,en,San Francisco CA,Morin The projects at ASWF will sit on a continuous integration infrastructure provided by The Linux Foundation T..
2018-08-30 10:30:38-07:00,10,neutral,94133565,en,Raleigh NC,In 30 minutes Civic geeks will converge in room 212 for Building Sustainable Civic Tech with Open Data:..
2018-08-30 10:30:32-07:00,10,negative,1158860630,en,North Carolina,RT No more jumbled mess Enterprise Storage on #RaspberryPi at #OSSummit
2018-08-30 10:30:16-07:00,10,negative,829672604638277632,en,World,RT Hey #OSSummit North America Save 40 on #linux #azure #kubernetes #CloudNative #deeplearning #NLP and other books...
2018-08-30 10:30:01-07:00,10,neutral,543628583,en,Seattle Salt Lake Portland,"RT No surprise at the number of ""We're Hiring signs #ossummit"
2018-08-30 10:30:00-07:00,10,negative,24914741,en,Shelter Island United States,Hey #OSSummit North America Save 40 on #linux #azure #kubernetes #CloudNative #deeplearning #NLP and other..
2018-08-30 10:29:56-07:00,10,positive,391221329,en,Secunderabad,RT Snyder Once upon a time there was worry that because open source code is available hackers could find vulnerabilitie...
2018-08-30 10:29:22-07:00,10,neutral,9463342,en,none,Talking about the Academy Software Foundation at #OSSummit NA #opensource
2018-08-30 10:29:19-07:00,10,neutral,47547933,en,none,Hollywood is going open-source #OSSummit
2018-08-30 10:29:14-07:00,10,positive,2327560616,en,Portland Oregon,Exploring the story of #tidb and the first Spanner-based -powered database in the with..
2018-08-30 10:28:23-07:00,10,neutral,14706299,en,San Francisco CA,Morin The mission of ASWF is to increase the quality and quantity of open source contributions and lower the barri..
2018-08-30 10:28:02-07:00,10,neutral,400882913,en,Oslo Norge,"RT Intel's CSO Synder is talking practical security at #OSSummit NA ""The number one security tool developers can use is t..."
2018-08-30 10:27:30-07:00,10,neutral,1470448735,en,Frisco TX,RT Any bootcamp grads out there job searching DM me and I'll feature you in my talk at #OSSummit today
2018-08-30 10:26:35-07:00,10,neutral,1932221766,en,Atlanta GA,RT Any bootcamp grads out there job searching DM me and I'll feature you in my talk at #OSSummit today
2018-08-30 10:26:32-07:00,10,neutral,29709948,en,Where ever I am I am there.,RT Morin The Academy of Motion Picture Arts &amp Sciences conducted an investigation into the use of open source in the mot...
2018-08-30 10:26:18-07:00,10,neutral,12486322,en,West Coast Way Singapore,The Academy Software Foundation Open source is now at the hors d'oeuvre stage of freeing up proprietary software i..
2018-08-30 10:26:13-07:00,10,neutral,14706299,en,San Francisco CA,Morin The Academy of Motion Picture Arts &amp Sciences conducted an investigation into the use of open source in the..
2018-08-30 10:25:46-07:00,10,positive,7553942,en,Denver CO,RT Snyder One of the most useful tools for security that is free to use is 'Delete' It's hard to say no one will ever...
2018-08-30 10:25:43-07:00,10,neutral,713373,en,San Francisco,"RT Intel's CSO Synder is talking practical security at #OSSummit NA ""The number one security tool developers can use is t..."
2018-08-30 10:25:34-07:00,10,negative,713373,en,San Francisco,"RT ""the sky is always falling gotta focus on raising the bar incremental improvements watch for ""fatigue on fear #sec..."
2018-08-30 10:25:28-07:00,10,positive,713373,en,San Francisco,RT The sky is always always falling in security I try to operate not from fear but more on persistently raising the bar on So...
2018-08-30 10:25:26-07:00,10,neutral,2213625072,en,San Francisco CA,RT Please join Josh Wood for tomorrow's #OSSummit keynote
2018-08-30 10:25:24-07:00,10,positive,7553942,en,Denver CO,'versionitis woof too real lol #OSSummit
2018-08-30 10:24:59-07:00,10,neutral,713373,en,San Francisco,RT Listening to talk about security is making me realize just how similar security in software development is to havin...
2018-08-30 10:24:55-07:00,10,positive,9309912,en,Portland OR,"Did you know Nearly all Hollywood movies are ""not profitable thanks to ""creative accounting methods to reduce pa.."
2018-08-30 10:24:39-07:00,10,neutral,14706299,en,San Francisco CA,Morin The engineers working on movies have been using open source back to the beginning #OSSummit
2018-08-30 10:24:27-07:00,10,positive,113219188,en,Pale Blue Dot,RT Snyder One of the most useful tools for security that is free to use is 'Delete' It's hard to say no one will ever...
2018-08-30 10:24:24-07:00,10,positive,14706299,en,San Francisco CA,Morin When you look at the list of the top 100 grossing films of all times they are all visual effects based or a..
2018-08-30 10:23:48-07:00,10,positive,7553942,en,Denver CO,RT Snyder I try not to operate with fear as my first step as people get fatigued by folks saying the sky is falling It...
2018-08-30 10:22:41-07:00,10,neutral,11736872,en,Boston MA,RT David Morin of on the #OSSummit stage
2018-08-30 10:22:40-07:00,10,positive,14706299,en,San Francisco CA,Morin The Academy Software Foundation was just announced 3 weeks ago right here in this very convention center in..
2018-08-30 10:22:38-07:00,10,positive,713373,en,San Francisco,"RT ""hackers are much more sophisticated today so many diverse threats we still need to build resilient systems #securi..."
2018-08-30 10:22:05-07:00,10,neutral,14706299,en,San Francisco CA,David Morin of on the #OSSummit stage
2018-08-30 10:21:46-07:00,10,neutral,713373,en,San Francisco,RT interviews on open source security at #OSSummit
2018-08-30 10:21:41-07:00,10,neutral,787084593304219648,en,Vancouver British Columbia,RT Since security including application level security was mentioned at #OSSummit making infrastructure not leak into informat...
2018-08-30 10:21:40-07:00,10,neutral,89302621,en,Tahoe City CA,RT Any bootcamp grads out there job searching DM me and I'll feature you in my talk at #OSSummit today
2018-08-30 10:21:38-07:00,10,neutral,713373,en,San Francisco,RT Watching interview on the state of open source security #OSSummit
2018-08-30 10:21:31-07:00,10,neutral,713373,en,San Francisco,RT and on the #OSSummit stage
2018-08-30 10:21:15-07:00,10,neutral,14706299,en,San Francisco CA,David Morin is next up on the #OSSummit keynote stage discussing the Academy Software Foundation ( ).
2018-08-30 10:21:13-07:00,10,positive,743634217297293312,en,Boulder CO,RT Snyder One of the most useful tools for security that is free to use is 'Delete' It's hard to say no one will ever...
2018-08-30 10:20:19-07:00,10,neutral,9463342,en,none,"Intel's CSO Synder is talking practical security at #OSSummit NA ""The number one security tool developers.."
2018-08-30 10:19:53-07:00,10,positive,14695816,en,San Francisco Bay Area [? Philadelphia,RT Had a really awesome time chatting with at the #OSSummit for I will think about this con...
2018-08-30 10:19:46-07:00,10,positive,94133565,en,Raleigh NC,RT If you're attending the #OSSummit today be sure to connect with community manager who will b...
2018-08-30 10:19:25-07:00,10,positive,14706299,en,San Francisco CA,Snyder One of the most useful tools for security that is free to use is 'Delete' It's hard to say no one will ev..
2018-08-30 10:19:07-07:00,10,positive,11736872,en,Boston MA,RT Had a really awesome time chatting with at the #OSSummit for I will think about this con...
2018-08-30 10:18:57-07:00,10,positive,14196181,en,"UT 49.209711,-123.147183",The scale of #opensource conferences is incredibly large these days #OSSummit
2018-08-30 10:18:54-07:00,10,positive,22033608,en,Cary IL,Corporate open source programs are becoming mainstream according to a new survey by and..
2018-08-30 10:18:43-07:00,10,neutral,34952760,en,Washington D.C.,"RT In my talk ""Survive and Advance The Life of a Community Manager I'm going to share a story about and use ph..."
2018-08-30 10:18:17-07:00,10,positive,14706299,en,San Francisco CA,Snyder It's hard to identify whether this thing someone is trying to sell you is actually useful in your environme..
2018-08-30 10:18:08-07:00,10,neutral,7340612,en,Silicon Valley California,"RT Get some MXNet swag and talk to an MXNet expert at the AWS booth at the Open Source Summit in Vancouver,..."
2018-08-30 10:17:35-07:00,10,neutral,2652828374,en,New York USA,RT Any bootcamp grads out there job searching DM me and I'll feature you in my talk at #OSSummit today
2018-08-30 10:17:33-07:00,10,neutral,201400938,en,#anywhereworker,RT Each of us has an opportunity to mentor one person to be a #betterally to one person Imagine what we can do Practical st...
2018-08-30 10:17:27-07:00,10,positive,2438557363,en,Boblingen Deutschland,RT Jones We are taught to talk We like people who speak well We need people who can listen as powerfully as Dr King s...
2018-08-30 10:16:54-07:00,10,positive,2399847534,en,United States,Had a really awesome time chatting with at the #OSSummit for I will think about this..
2018-08-30 10:16:48-07:00,10,positive,808718389979947011,en,Bengaluru India,Grab the Awesome Stickers and T-Shirts before it gets out of Stock Visit Booth no 4 soon _inc..
2018-08-30 10:16:38-07:00,10,neutral,175266525,en,Chile,RT Any bootcamp grads out there job searching DM me and I'll feature you in my talk at #OSSummit today
2018-08-30 10:16:25-07:00,10,negative,12486322,en,West Coast Way Singapore,RT Snyder It's a lot harder now to compromise a device as you need multiple vulnerabilities at each level #OSSummit
2018-08-30 10:16:07-07:00,10,positive,11736872,en,Boston MA,RT Snyder I try not to operate with fear as my first step as people get fatigued by folks saying the sky is falling It...
2018-08-30 10:16:01-07:00,10,positive,11736872,en,Boston MA,RT The sky is always always falling in security I try to operate not from fear but more on persistently raising the bar on So...
2018-08-30 10:15:56-07:00,10,negative,11736872,en,Boston MA,RT Snyder It's a lot harder now to compromise a device as you need multiple vulnerabilities at each level #OSSummit
2018-08-30 10:15:42-07:00,10,neutral,11736872,en,Boston MA,"""the sky is always falling gotta focus on raising the bar incremental improvements watch for ""fatigue on fear.."
2018-08-30 10:15:21-07:00,10,positive,3400191081,en,none,Ready for day 2 fun at #OSSummit see you here soon
2018-08-30 10:15:20-07:00,10,negative,14706299,en,San Francisco CA,Snyder It's a lot harder now to compromise a device as you need multiple vulnerabilities at each level #OSSummit
2018-08-30 10:15:04-07:00,10,positive,94825622,en,Seattle WA,RT Snyder I try not to operate with fear as my first step as people get fatigued by folks saying the sky is falling It...
2018-08-30 10:15:01-07:00,10,positive,27093292,en,SF Bay Area,The sky is always always falling in security I try to operate not from fear but more on persistently raising the b..
2018-08-30 10:14:51-07:00,10,neutral,12486322,en,West Coast Way Singapore,"RT Van Jones at Open Source Summit ""We have an empathy gap. Yes #ossummit"
2018-08-30 10:14:15-07:00,10,negative,7861842,en,Bostonish,RT Meet the 51 newest Silver and Associate members of continuing the foundation's average of adding a new mem...
2018-08-30 10:14:05-07:00,10,neutral,17652043,en,Amsterdam The Netherlands,RT Please join Josh Wood for tomorrow's #OSSummit keynote
2018-08-30 10:13:43-07:00,10,neutral,786491,en,London UK Europe,RT Any bootcamp grads out there job searching DM me and I'll feature you in my talk at #OSSummit today
2018-08-30 10:13:37-07:00,10,neutral,23854138,en,Orange County,RT Any bootcamp grads out there job searching DM me and I'll feature you in my talk at #OSSummit today
2018-08-30 10:13:28-07:00,10,positive,14706299,en,San Francisco CA,Snyder I try not to operate with fear as my first step as people get fatigued by folks saying the sky is falling...
2018-08-30 10:13:24-07:00,10,positive,14196181,en,"UT 49.209711,-123.147183",RT Great evidence mounting from #decentralization and #blockchain projects covered really well already at #OSSummit yesterday...
2018-08-30 10:13:20-07:00,10,positive,14196181,en,"UT 49.209711,-123.147183",Great evidence mounting from #decentralization and #blockchain projects covered really well already at #OSSummit..
2018-08-30 10:13:07-07:00,10,neutral,19352207,en,Washington DC,RT Any bootcamp grads out there job searching DM me and I'll feature you in my talk at #OSSummit today
2018-08-30 10:13:00-07:00,10,negative,17652043,en,Amsterdam The Netherlands,OH and fwd'd by at #OSSummit storage is like toilet paper people only care when it is missing
2018-08-30 10:12:48-07:00,10,neutral,51529520,en,San Francisco,Any bootcamp grads out there job searching DM me and I'll feature you in my talk at #OSSummit today
2018-08-30 10:12:16-07:00,10,positive,18030718,es,Tonala Jalisco,RT Jones We are taught to talk We like people who speak well We need people who can listen as powerfully as Dr King s...
2018-08-30 10:12:06-07:00,10,neutral,47418865,en,Bend OR,RT Each of us has an opportunity to mentor one person to be a #betterally to one person Imagine what we can do Practical st...
2018-08-30 10:12:05-07:00,10,neutral,11736872,en,Boston MA,RT Listening to talk about security is making me realize just how similar security in software development is to havin...
2018-08-30 10:12:04-07:00,10,neutral,26093892,en,California USA,About to do my livestream interview with of at #OSSummit Check it out -&gt;..
2018-08-30 10:11:55-07:00,10,neutral,11736872,en,Boston MA,RT Snyder Developers want to have pride in the work that we do If we consider security to be a default requirement the...
2018-08-30 10:11:53-07:00,10,positive,201400938,en,#anywhereworker,RT are you one of the allies or culture broker in #DiversityandInclusion this is an amazing panel to inspire the people with pr...
2018-08-30 10:11:32-07:00,10,positive,634068953,en,none,RT Snyder We should raise our standards for what constitutes a professional software developer in terms of baseline secu...
2018-08-30 10:11:30-07:00,10,positive,14196181,en,"UT 49.209711,-123.147183","RT No other approach has given the ability to just switch the ""infrastructure folder in your solution to address security risk..."
2018-08-30 10:11:25-07:00,10,positive,14196181,en,"UT 49.209711,-123.147183","No other approach has given the ability to just switch the ""infrastructure folder in your solution to address secu.."
2018-08-30 10:11:24-07:00,10,neutral,125137399,en,Portland OR,Listening to talk about security is making me realize just how similar security in software development is..
2018-08-30 10:11:13-07:00,10,neutral,14706299,en,San Francisco CA,"Snyder Developers want to have pride in the work that we do If we consider security to be a default requirement,.."
2018-08-30 10:11:11-07:00,10,negative,12486322,en,West Coast Way Singapore,RT Snyder The compromise between spending time on security or spending time on new features exists everywhere It's hard...
2018-08-30 10:10:44-07:00,10,neutral,12486322,en,West Coast Way Singapore,RT Survive and Advance The Life of a Community Manager today in Room 212 at 4pm PT #OSsummit
2018-08-30 10:10:44-07:00,10,neutral,28552516,en,New Jersey,RT 6 finally we open sourced our results (CC-BY-SA and look forward to community feedback and performing this survey every ye...
2018-08-30 10:10:40-07:00,10,neutral,7861842,en,Bostonish,"RT Van Jones at Open Source Summit ""We have an empathy gap. Yes #ossummit"
2018-08-30 10:10:31-07:00,10,positive,11736872,en,Boston MA,RT Snyder We should raise our standards for what constitutes a professional software developer in terms of baseline secu...
2018-08-30 10:10:14-07:00,10,neutral,843741399174582273,en-gb,India,RT Jones We created #YesWeCode in partnership with technology companies to build a pipeline from Oakland for tech opport...
2018-08-30 10:09:58-07:00,10,neutral,12486322,en,West Coast Way Singapore,RT Please join Josh Wood for tomorrow's #OSSummit keynote
2018-08-30 10:09:53-07:00,10,positive,278405280,en,BTC 1Hrfimvf2qf6xymKfvXNFakHu,RT Snyder Moving applications to higher level languages is the best thing we can do for application security #OSSummit
2018-08-30 10:09:53-07:00,10,positive,14706299,en,San Francisco CA,Snyder We should raise our standards for what constitutes a professional software developer in terms of baseline s..
2018-08-30 10:09:18-07:00,10,neutral,2888578798,en,Oklahoma,RT Open source is solving problems one person one project one industry at a time via Jim Zemlin at #OSSummit
2018-08-30 10:08:43-07:00,10,neutral,14196181,en,"UT 49.209711,-123.147183",Since security including application level security was mentioned at #OSSummit making infrastructure not leak into..
2018-08-30 10:08:11-07:00,10,positive,14706299,en,San Francisco CA,Snyder The compromise between spending time on security or spending time on new features exists everywhere It's h..
2018-08-30 10:07:53-07:00,10,positive,27093292,en,SF Bay Area,"RT ""hackers are much more sophisticated today so many diverse threats we still need to build resilient systems #securi..."
2018-08-30 10:07:47-07:00,10,positive,27093292,en,SF Bay Area,RT _man Good point from Window Snyder about higher level language adoption means in some ways security research/verification/auditing...
2018-08-30 10:07:18-07:00,10,positive,7553942,en,Denver CO,Good point from Window Snyder about higher level language adoption means in some ways security research/verificatio..
2018-08-30 10:07:09-07:00,10,negative,11736872,en,Boston MA,RT Snyder We're dealing with risks that are so diverse it's a difficult problem to build software today that will addre...
2018-08-30 10:07:00-07:00,10,positive,11736872,en,Boston MA,RT Snyder Moving applications to higher level languages is the best thing we can do for application security #OSSummit
2018-08-30 10:06:52-07:00,10,neutral,14099692,en,Vancouver British Columbia,RT Jones Each person has an opportunity to mentor one person Your company your clients public education programs lik...
2018-08-30 10:06:44-07:00,10,neutral,14099692,en,Vancouver British Columbia,RT Each of us has an opportunity to mentor one person to be a #betterally to one person Imagine what we can do Practical st...
2018-08-30 10:06:40-07:00,10,neutral,467875202,en,Vancouver British Columbia,RT #OSSummit #Vancouver
2018-08-30 10:06:06-07:00,10,positive,11736872,en,Boston MA,"""hackers are much more sophisticated today so many diverse threats we still need to build resilient s.."
2018-08-30 10:06:04-07:00,10,positive,6013662,en,Burnaby British Columbia,"RT Nice and showing off their internal ""template repo for newly open-sourced Adobe projects to help with..."
2018-08-30 10:06:01-07:00,10,positive,3649181,en,Petaluma California,RT Today at 4:50! I'm really looking forward to talking with you all about Making it Official and how to improve your Di...
2018-08-30 10:05:49-07:00,10,positive,14706299,en,San Francisco CA,Snyder Moving applications to higher level languages is the best thing we can do for application security #OSSummit
2018-08-30 10:05:22-07:00,10,positive,14706299,en,San Francisco CA,Snyder If you leverage from the platform the cryptographic libraries and leverage best practices you've reduced y..
2018-08-30 10:05:18-07:00,10,neutral,14099692,en,Vancouver British Columbia,"RT ""each individual has the opportunity to mentor another person ..give that one person a shot. | #OSSummit"
2018-08-30 10:05:10-07:00,10,neutral,1286116932,en,none,Please join Josh Wood for tomorrow's #OSSummit keynote
2018-08-30 10:04:17-07:00,10,positive,467199640,en,none,RT Snyder Developer awareness has improved Folks who do not consider security as their primary job are familiar with co...
2018-08-30 10:04:04-07:00,10,positive,14706299,en,San Francisco CA,Snyder Developer awareness has improved Folks who do not consider security as their primary job are familiar with..
2018-08-30 10:03:55-07:00,10,neutral,14325738,en,Beaverton OR,RT Survive and Advance The Life of a Community Manager today in Room 212 at 4pm PT #OSsummit
2018-08-30 10:03:54-07:00,10,negative,14099692,en,Vancouver British Columbia,RT Jones Blind spots sore spots Everybody has them We get so tight and tense with these conversations we feel if we g...
2018-08-30 10:03:30-07:00,10,positive,14325738,en,Beaverton OR,RT If you're attending the #OSSummit today be sure to connect with community manager who will b...
2018-08-30 10:03:09-07:00,10,neutral,81973839,en,none,RT Just announced Open Source Summit Europe and Embedded Linux Conference plus #OpenIoT Summit Europe keynote speakers!...
2018-08-30 10:03:06-07:00,10,positive,879270409937571840,it,Latina Lazio,RT Snyder Hackers today are more sophisticated even nation states They are doing more than grabbing credentials to mon...
2018-08-30 10:02:48-07:00,10,negative,14706299,en,San Francisco CA,Snyder We're dealing with risks that are so diverse it's a difficult problem to build software today that will ad..
2018-08-30 10:02:39-07:00,10,positive,14706299,en,San Francisco CA,Snyder Hackers today are more sophisticated even nation states They are doing more than grabbing credentials to..
2018-08-30 10:02:00-07:00,10,positive,80589255,en,none,If you're attending the #OSSummit today be sure to connect with community manager who w..
2018-08-30 10:01:55-07:00,10,neutral,14196181,en,"UT 49.209711,-123.147183",interviews on open source security at #OSSummit
2018-08-30 10:01:48-07:00,10,neutral,27093292,en,SF Bay Area,RT Survive and Advance The Life of a Community Manager today in Room 212 at 4pm PT #OSsummit
2018-08-30 10:01:33-07:00,10,neutral,312426669,en,East Coast,RT Clark Today and into the future the notion is to install the smallest footprint you can then make it simple to add t...
2018-08-30 10:01:32-07:00,10,positive,552815525,en,Vancouver British Columbia,That's right DM via Twitter or msg me on Brella Have a backpack full of Url the Echidna and a few #drupal drops t..
2018-08-30 10:01:13-07:00,10,neutral,94133565,en,Raleigh NC,Survive and Advance The Life of a Community Manager today in Room 212 at 4pm PT #OSsummit
2018-08-30 10:00:50-07:00,10,neutral,723010754530566144,en,Sacramento CA,RT Jones Each person has an opportunity to mentor one person Your company your clients public education programs lik...
2018-08-30 10:00:34-07:00,10,positive,14706299,en,San Francisco CA,Snyder To be able to do analysis of millions of lines of code isn't always practical So we do have to isolate it..
2018-08-30 10:00:13-07:00,10,negative,989212720959549446,en-gb,Lyon France,RT Jones Blind spots sore spots Everybody has them We get so tight and tense with these conversations we feel if we g...
2018-08-30 10:00:08-07:00,10,neutral,841709758528741376,en,none,. 's Arpit Joshipura shares how and work together at #OSSummit #EdgeXIoT..
2018-08-30 10:00:05-07:00,10,positive,327779505,en,Palo Alto CA,Our own de-mystifies the release process of the latest version of #Kubernetes in his 11am #OSSummit sessi..
2018-08-30 09:58:12-07:00,9,positive,14706299,en,San Francisco CA,Snyder I have to mitigate risk Might be through isolation might be doing my own analysis of the code #OSSummit
2018-08-30 09:57:27-07:00,9,neutral,14706299,en,San Francisco CA,Snyder When incorporating open source in any environment I consider it the same way I do any 3rd party code We h..
2018-08-30 09:56:07-07:00,9,positive,467199640,en,none,RT Snyder Once upon a time there was worry that because open source code is available hackers could find vulnerabilitie...
2018-08-30 09:55:51-07:00,9,negative,14706299,en,San Francisco CA,Snyder We are often working with high impact projects that have a small team There may be no security folks on bo..
2018-08-30 09:55:28-07:00,9,positive,7553942,en,Denver CO,#OSSummit day 2 I need to be at like 3 different places at once all day because there are so many interesting talk..
2018-08-30 09:55:17-07:00,9,positive,919957704503889920,es,Madrid Comunidad de Madrid,RT Snyder Once upon a time there was worry that because open source code is available hackers could find vulnerabilitie...
2018-08-30 09:55:01-07:00,9,positive,12486322,en,West Coast Way Singapore,RT We welcome #opensource leaders ...
2018-08-30 09:54:37-07:00,9,positive,14706299,en,San Francisco CA,Snyder Once upon a time there was worry that because open source code is available hackers could find vulnerabili..
2018-08-30 09:54:19-07:00,9,neutral,11736872,en,Boston MA,RT and on the #OSSummit stage
2018-08-30 09:54:17-07:00,9,neutral,11736872,en,Boston MA,RT Window Snyder ( of is our next #OSSummit speaker in conversation with Jim Zemlin ( ).
2018-08-30 09:53:54-07:00,9,neutral,15488482,en,online,Watching interview on the state of open source security #OSSummit
2018-08-30 09:53:08-07:00,9,neutral,777885940878487552,en,Muzaffarpur Bihar India,RT Window Snyder ( of is our next #OSSummit speaker in conversation with Jim Zemlin ( ).
2018-08-30 09:53:05-07:00,9,neutral,14706299,en,San Francisco CA,and on the #OSSummit stage
